Entity,Code,Date,Total confirmed deaths due to COVID-19 (deaths),Total confirmed cases of COVID-19 (cases)
Lithuania,LTU,"Jan 2, 2020",0,0
Lithuania,LTU,"Jan 3, 2020",0,0
Lithuania,LTU,"Jan 4, 2020",0,0
Lithuania,LTU,"Jan 5, 2020",0,0
Lithuania,LTU,"Jan 6, 2020",0,0
Lithuania,LTU,"Jan 7, 2020",0,0
Lithuania,LTU,"Jan 8, 2020",0,0
Lithuania,LTU,"Jan 9, 2020",0,0
Lithuania,LTU,"Jan 10, 2020",0,0
Lithuania,LTU,"Jan 11, 2020",0,0
Lithuania,LTU,"Jan 12, 2020",0,0
Lithuania,LTU,"Jan 13, 2020",0,0
Lithuania,LTU,"Jan 14, 2020",0,0
Lithuania,LTU,"Jan 15, 2020",0,0
Lithuania,LTU,"Jan 16, 2020",0,0
Lithuania,LTU,"Jan 17, 2020",0,0
Lithuania,LTU,"Jan 18, 2020",0,0
Lithuania,LTU,"Jan 19, 2020",0,0
Lithuania,LTU,"Jan 20, 2020",0,0
Lithuania,LTU,"Jan 21, 2020",0,0
Lithuania,LTU,"Jan 22, 2020",0,0
Lithuania,LTU,"Jan 23, 2020",0,0
Lithuania,LTU,"Jan 24, 2020",0,0
Lithuania,LTU,"Jan 25, 2020",0,0
Lithuania,LTU,"Jan 26, 2020",0,0
Lithuania,LTU,"Jan 27, 2020",0,0
Lithuania,LTU,"Jan 28, 2020",0,0
Lithuania,LTU,"Jan 29, 2020",0,0
Lithuania,LTU,"Jan 30, 2020",0,0
Lithuania,LTU,"Jan 31, 2020",0,0
Lithuania,LTU,"Feb 1, 2020",0,0
Lithuania,LTU,"Feb 2, 2020",0,0
Lithuania,LTU,"Feb 3, 2020",0,0
Lithuania,LTU,"Feb 4, 2020",0,0
Lithuania,LTU,"Feb 5, 2020",0,0
Lithuania,LTU,"Feb 6, 2020",0,0
Lithuania,LTU,"Feb 7, 2020",0,0
Lithuania,LTU,"Feb 8, 2020",0,0
Lithuania,LTU,"Feb 9, 2020",0,0
Lithuania,LTU,"Feb 10, 2020",0,0
Lithuania,LTU,"Feb 11, 2020",0,0
Lithuania,LTU,"Feb 12, 2020",0,0
Lithuania,LTU,"Feb 13, 2020",0,0
Lithuania,LTU,"Feb 14, 2020",0,0
Lithuania,LTU,"Feb 15, 2020",0,0
Lithuania,LTU,"Feb 16, 2020",0,0
Lithuania,LTU,"Feb 17, 2020",0,0
Lithuania,LTU,"Feb 18, 2020",0,0
Lithuania,LTU,"Feb 19, 2020",0,0
Lithuania,LTU,"Feb 20, 2020",0,0
Lithuania,LTU,"Feb 21, 2020",0,0
Lithuania,LTU,"Feb 22, 2020",0,0
Lithuania,LTU,"Feb 23, 2020",0,0
Lithuania,LTU,"Feb 24, 2020",0,0
Lithuania,LTU,"Feb 25, 2020",0,0
Lithuania,LTU,"Feb 26, 2020",0,0
Lithuania,LTU,"Feb 27, 2020",0,0
Lithuania,LTU,"Feb 28, 2020",0,1
Lithuania,LTU,"Feb 29, 2020",0,1
Lithuania,LTU,"Mar 1, 2020",0,1
Lithuania,LTU,"Mar 2, 2020",0,1
Lithuania,LTU,"Mar 11, 2020",0,3
Lithuania,LTU,"Mar 12, 2020",0,3
Lithuania,LTU,"Mar 14, 2020",0,6
Lithuania,LTU,"Mar 15, 2020",0,9
Lithuania,LTU,"Mar 16, 2020",0,14
Lithuania,LTU,"Mar 17, 2020",0,17
Lithuania,LTU,"Mar 18, 2020",0,25
Lithuania,LTU,"Mar 19, 2020",0,33
Lithuania,LTU,"Mar 20, 2020",0,48
Lithuania,LTU,"Mar 21, 2020",1,69
Lithuania,LTU,"Mar 22, 2020",1,105
Lithuania,LTU,"Mar 23, 2020",1,143
Lithuania,LTU,"Mar 24, 2020",1,179
Lithuania,LTU,"Mar 25, 2020",2,209
Lithuania,LTU,"Mar 26, 2020",4,274
Lithuania,LTU,"Mar 27, 2020",4,299
Luxembourg,LUX,"Dec 31, 2019",0,0
Luxembourg,LUX,"Jan 1, 2020",0,0
Luxembourg,LUX,"Jan 2, 2020",0,0
Luxembourg,LUX,"Jan 3, 2020",0,0
Luxembourg,LUX,"Jan 4, 2020",0,0
Luxembourg,LUX,"Jan 5, 2020",0,0
Luxembourg,LUX,"Jan 6, 2020",0,0
Luxembourg,LUX,"Jan 7, 2020",0,0
Luxembourg,LUX,"Jan 8, 2020",0,0
Luxembourg,LUX,"Jan 9, 2020",0,0
Luxembourg,LUX,"Jan 10, 2020",0,0
Luxembourg,LUX,"Jan 11, 2020",0,0
Luxembourg,LUX,"Jan 12, 2020",0,0
Luxembourg,LUX,"Jan 13, 2020",0,0
Luxembourg,LUX,"Jan 14, 2020",0,0
Luxembourg,LUX,"Jan 15, 2020",0,0
Luxembourg,LUX,"Jan 16, 2020",0,0
Luxembourg,LUX,"Jan 17, 2020",0,0
Luxembourg,LUX,"Jan 18, 2020",0,0
Luxembourg,LUX,"Jan 19, 2020",0,0
Luxembourg,LUX,"Jan 20, 2020",0,0
Luxembourg,LUX,"Jan 21, 2020",0,0
Luxembourg,LUX,"Jan 22, 2020",0,0
Luxembourg,LUX,"Jan 23, 2020",0,0
Luxembourg,LUX,"Jan 24, 2020",0,0
Luxembourg,LUX,"Jan 25, 2020",0,0
Luxembourg,LUX,"Jan 26, 2020",0,0
Luxembourg,LUX,"Jan 27, 2020",0,0
Luxembourg,LUX,"Jan 28, 2020",0,0
Luxembourg,LUX,"Jan 29, 2020",0,0
Luxembourg,LUX,"Jan 30, 2020",0,0
Luxembourg,LUX,"Jan 31, 2020",0,0
Luxembourg,LUX,"Feb 1, 2020",0,0
Luxembourg,LUX,"Feb 2, 2020",0,0
Luxembourg,LUX,"Feb 3, 2020",0,0
Luxembourg,LUX,"Feb 4, 2020",0,0
Luxembourg,LUX,"Feb 5, 2020",0,0
Luxembourg,LUX,"Feb 6, 2020",0,0
Luxembourg,LUX,"Feb 7, 2020",0,0
Luxembourg,LUX,"Feb 8, 2020",0,0
Luxembourg,LUX,"Feb 9, 2020",0,0
Luxembourg,LUX,"Feb 10, 2020",0,0
Luxembourg,LUX,"Feb 11, 2020",0,0
Luxembourg,LUX,"Feb 12, 2020",0,0
Luxembourg,LUX,"Feb 13, 2020",0,0
Luxembourg,LUX,"Feb 14, 2020",0,0
Luxembourg,LUX,"Feb 15, 2020",0,0
Luxembourg,LUX,"Feb 16, 2020",0,0
Luxembourg,LUX,"Feb 17, 2020",0,0
Luxembourg,LUX,"Feb 18, 2020",0,0
Luxembourg,LUX,"Feb 19, 2020",0,0
Luxembourg,LUX,"Feb 20, 2020",0,0
Luxembourg,LUX,"Feb 21, 2020",0,0
Luxembourg,LUX,"Feb 22, 2020",0,0
Luxembourg,LUX,"Feb 23, 2020",0,0
Luxembourg,LUX,"Feb 24, 2020",0,0
Luxembourg,LUX,"Feb 25, 2020",0,0
Luxembourg,LUX,"Feb 26, 2020",0,0
Luxembourg,LUX,"Feb 27, 2020",0,0
Luxembourg,LUX,"Feb 28, 2020",0,0
Luxembourg,LUX,"Feb 29, 2020",0,0
Luxembourg,LUX,"Mar 1, 2020",0,1
Luxembourg,LUX,"Mar 2, 2020",0,1
Luxembourg,LUX,"Mar 7, 2020",0,3
Luxembourg,LUX,"Mar 9, 2020",0,5
Luxembourg,LUX,"Mar 11, 2020",0,7
Luxembourg,LUX,"Mar 12, 2020",0,7
Luxembourg,LUX,"Mar 13, 2020",0,26
Luxembourg,LUX,"Mar 14, 2020",1,38
Luxembourg,LUX,"Mar 16, 2020",1,77
Luxembourg,LUX,"Mar 17, 2020",1,81
Luxembourg,LUX,"Mar 18, 2020",1,140
Luxembourg,LUX,"Mar 19, 2020",2,210
Luxembourg,LUX,"Mar 20, 2020",4,345
Luxembourg,LUX,"Mar 21, 2020",5,484
Luxembourg,LUX,"Mar 22, 2020",8,670
Luxembourg,LUX,"Mar 23, 2020",8,798
Luxembourg,LUX,"Mar 24, 2020",8,875
Luxembourg,LUX,"Mar 25, 2020",8,1099
Luxembourg,LUX,"Mar 26, 2020",8,1333
Luxembourg,LUX,"Mar 27, 2020",9,1453
Macedonia,MKD,"Dec 31, 2019",0,0
Macedonia,MKD,"Jan 1, 2020",0,0
Macedonia,MKD,"Jan 2, 2020",0,0
Macedonia,MKD,"Jan 3, 2020",0,0
Macedonia,MKD,"Jan 4, 2020",0,0
Macedonia,MKD,"Jan 5, 2020",0,0
Macedonia,MKD,"Jan 6, 2020",0,0
Macedonia,MKD,"Jan 7, 2020",0,0
Macedonia,MKD,"Jan 8, 2020",0,0
Macedonia,MKD,"Jan 9, 2020",0,0
Macedonia,MKD,"Jan 10, 2020",0,0
Macedonia,MKD,"Jan 11, 2020",0,0
Macedonia,MKD,"Jan 12, 2020",0,0
Macedonia,MKD,"Jan 13, 2020",0,0
Macedonia,MKD,"Jan 14, 2020",0,0
Macedonia,MKD,"Jan 15, 2020",0,0
Macedonia,MKD,"Jan 16, 2020",0,0
Macedonia,MKD,"Jan 17, 2020",0,0
Macedonia,MKD,"Jan 18, 2020",0,0
Macedonia,MKD,"Jan 19, 2020",0,0
Macedonia,MKD,"Jan 20, 2020",0,0
Macedonia,MKD,"Jan 21, 2020",0,0
Macedonia,MKD,"Jan 22, 2020",0,0
Macedonia,MKD,"Jan 23, 2020",0,0
Macedonia,MKD,"Jan 24, 2020",0,0
Macedonia,MKD,"Jan 25, 2020",0,0
Macedonia,MKD,"Jan 26, 2020",0,0
Macedonia,MKD,"Jan 27, 2020",0,0
Macedonia,MKD,"Jan 28, 2020",0,0
Macedonia,MKD,"Jan 29, 2020",0,0
Macedonia,MKD,"Jan 30, 2020",0,0
Macedonia,MKD,"Jan 31, 2020",0,0
Macedonia,MKD,"Feb 1, 2020",0,0
Macedonia,MKD,"Feb 2, 2020",0,0
Macedonia,MKD,"Feb 3, 2020",0,0
Macedonia,MKD,"Feb 4, 2020",0,0
Macedonia,MKD,"Feb 5, 2020",0,0
Macedonia,MKD,"Feb 6, 2020",0,0
Macedonia,MKD,"Feb 7, 2020",0,0
Macedonia,MKD,"Feb 8, 2020",0,0
Macedonia,MKD,"Feb 9, 2020",0,0
Macedonia,MKD,"Feb 10, 2020",0,0
Macedonia,MKD,"Feb 11, 2020",0,0
Macedonia,MKD,"Feb 12, 2020",0,0
Macedonia,MKD,"Feb 13, 2020",0,0
Macedonia,MKD,"Feb 14, 2020",0,0
Macedonia,MKD,"Feb 15, 2020",0,0
Macedonia,MKD,"Feb 16, 2020",0,0
Macedonia,MKD,"Feb 17, 2020",0,0
Macedonia,MKD,"Feb 18, 2020",0,0
Macedonia,MKD,"Feb 19, 2020",0,0
Macedonia,MKD,"Feb 20, 2020",0,0
Macedonia,MKD,"Feb 21, 2020",0,0
Macedonia,MKD,"Feb 22, 2020",0,0
Macedonia,MKD,"Feb 23, 2020",0,0
Macedonia,MKD,"Feb 24, 2020",0,0
Macedonia,MKD,"Feb 25, 2020",0,0
Macedonia,MKD,"Feb 26, 2020",0,0
Macedonia,MKD,"Feb 27, 2020",0,1
Macedonia,MKD,"Feb 28, 2020",0,1
Macedonia,MKD,"Feb 29, 2020",0,1
Macedonia,MKD,"Mar 1, 2020",0,1
Macedonia,MKD,"Mar 2, 2020",0,1
Macedonia,MKD,"Mar 7, 2020",0,3
Macedonia,MKD,"Mar 11, 2020",0,7
Macedonia,MKD,"Mar 13, 2020",0,9
Macedonia,MKD,"Mar 14, 2020",0,13
Macedonia,MKD,"Mar 16, 2020",0,13
Macedonia,MKD,"Mar 17, 2020",0,19
Macedonia,MKD,"Mar 18, 2020",0,31
Macedonia,MKD,"Mar 19, 2020",0,42
Macedonia,MKD,"Mar 20, 2020",0,48
Macedonia,MKD,"Mar 21, 2020",0,70
Macedonia,MKD,"Mar 22, 2020",0,85
Macedonia,MKD,"Mar 23, 2020",1,114
Macedonia,MKD,"Mar 24, 2020",2,136
Macedonia,MKD,"Mar 25, 2020",2,148
Macedonia,MKD,"Mar 26, 2020",2,177
Macedonia,MKD,"Mar 27, 2020",3,201
Madagascar,MDG,"Mar 21, 2020",0,3
Madagascar,MDG,"Mar 22, 2020",0,3
Madagascar,MDG,"Mar 23, 2020",0,3
Madagascar,MDG,"Mar 24, 2020",0,17
Madagascar,MDG,"Mar 25, 2020",0,19
Madagascar,MDG,"Mar 26, 2020",0,19
Madagascar,MDG,"Mar 27, 2020",0,23
Malaysia,MYS,"Dec 31, 2019",0,0
Malaysia,MYS,"Jan 1, 2020",0,0
Malaysia,MYS,"Jan 2, 2020",0,0
Malaysia,MYS,"Jan 3, 2020",0,0
Malaysia,MYS,"Jan 4, 2020",0,0
Malaysia,MYS,"Jan 5, 2020",0,0
Malaysia,MYS,"Jan 6, 2020",0,0
Malaysia,MYS,"Jan 7, 2020",0,0
Malaysia,MYS,"Jan 8, 2020",0,0
Malaysia,MYS,"Jan 9, 2020",0,0
Malaysia,MYS,"Jan 10, 2020",0,0
Malaysia,MYS,"Jan 11, 2020",0,0
Malaysia,MYS,"Jan 12, 2020",0,0
Malaysia,MYS,"Jan 13, 2020",0,0
Malaysia,MYS,"Jan 14, 2020",0,0
Malaysia,MYS,"Jan 15, 2020",0,0
Malaysia,MYS,"Jan 16, 2020",0,0
Malaysia,MYS,"Jan 17, 2020",0,0
Malaysia,MYS,"Jan 18, 2020",0,0
Malaysia,MYS,"Jan 19, 2020",0,0
Malaysia,MYS,"Jan 20, 2020",0,0
Malaysia,MYS,"Jan 21, 2020",0,0
Malaysia,MYS,"Jan 22, 2020",0,0
Malaysia,MYS,"Jan 23, 2020",0,0
Malaysia,MYS,"Jan 24, 2020",0,0
Malaysia,MYS,"Jan 25, 2020",0,3
Malaysia,MYS,"Jan 26, 2020",0,4
Malaysia,MYS,"Jan 27, 2020",0,4
Malaysia,MYS,"Jan 28, 2020",0,4
Malaysia,MYS,"Jan 29, 2020",0,7
Malaysia,MYS,"Jan 30, 2020",0,7
Malaysia,MYS,"Jan 31, 2020",0,8
Malaysia,MYS,"Feb 1, 2020",0,8
Malaysia,MYS,"Feb 2, 2020",0,8
Malaysia,MYS,"Feb 3, 2020",0,8
Malaysia,MYS,"Feb 4, 2020",0,8
Malaysia,MYS,"Feb 5, 2020",0,10
Malaysia,MYS,"Feb 6, 2020",0,12
Malaysia,MYS,"Feb 7, 2020",0,14
Malaysia,MYS,"Feb 8, 2020",0,15
Malaysia,MYS,"Feb 9, 2020",0,16
Malaysia,MYS,"Feb 10, 2020",0,18
Malaysia,MYS,"Feb 11, 2020",0,18
Malaysia,MYS,"Feb 12, 2020",0,18
Malaysia,MYS,"Feb 13, 2020",0,18
Malaysia,MYS,"Feb 14, 2020",0,19
Malaysia,MYS,"Feb 15, 2020",0,21
Malaysia,MYS,"Feb 16, 2020",0,22
Malaysia,MYS,"Feb 17, 2020",0,22
Malaysia,MYS,"Feb 18, 2020",0,22
Malaysia,MYS,"Feb 19, 2020",0,22
Malaysia,MYS,"Feb 20, 2020",0,22
Malaysia,MYS,"Feb 21, 2020",0,22
Malaysia,MYS,"Feb 22, 2020",0,22
Malaysia,MYS,"Feb 23, 2020",0,22
Malaysia,MYS,"Feb 24, 2020",0,22
Malaysia,MYS,"Feb 25, 2020",0,22
Malaysia,MYS,"Feb 26, 2020",0,22
Malaysia,MYS,"Feb 27, 2020",0,22
Malaysia,MYS,"Feb 28, 2020",0,23
Malaysia,MYS,"Feb 29, 2020",0,25
Malaysia,MYS,"Mar 1, 2020",0,25
Malaysia,MYS,"Mar 2, 2020",0,29
Malaysia,MYS,"Mar 4, 2020",0,36
Malaysia,MYS,"Mar 5, 2020",0,50
Malaysia,MYS,"Mar 6, 2020",0,50
Malaysia,MYS,"Mar 7, 2020",0,83
Malaysia,MYS,"Mar 8, 2020",0,93
Malaysia,MYS,"Mar 9, 2020",0,99
Malaysia,MYS,"Mar 10, 2020",0,117
Malaysia,MYS,"Mar 11, 2020",0,129
Malaysia,MYS,"Mar 12, 2020",0,149
Malaysia,MYS,"Mar 13, 2020",0,158
Malaysia,MYS,"Mar 14, 2020",0,197
Malaysia,MYS,"Mar 15, 2020",0,238
Malaysia,MYS,"Mar 16, 2020",0,428
Malaysia,MYS,"Mar 17, 2020",0,553
Malaysia,MYS,"Mar 18, 2020",2,673
Malaysia,MYS,"Mar 19, 2020",2,790
Malaysia,MYS,"Mar 20, 2020",2,900
Malaysia,MYS,"Mar 21, 2020",2,1030
Malaysia,MYS,"Mar 22, 2020",4,1183
Malaysia,MYS,"Mar 23, 2020",10,1306
Malaysia,MYS,"Mar 24, 2020",14,1518
Malaysia,MYS,"Mar 25, 2020",15,1624
Malaysia,MYS,"Mar 26, 2020",19,1796
Malaysia,MYS,"Mar 27, 2020",23,2031
Maldives,MDV,"Mar 8, 2020",0,2
Maldives,MDV,"Mar 9, 2020",0,4
Maldives,MDV,"Mar 11, 2020",0,6
Maldives,MDV,"Mar 12, 2020",0,8
Maldives,MDV,"Mar 14, 2020",0,9
Maldives,MDV,"Mar 15, 2020",0,9
Maldives,MDV,"Mar 16, 2020",0,13
Maldives,MDV,"Mar 17, 2020",0,13
Maldives,MDV,"Mar 18, 2020",0,13
Maldives,MDV,"Mar 19, 2020",0,13
Maldives,MDV,"Mar 20, 2020",0,13
Maldives,MDV,"Mar 21, 2020",0,13
Maldives,MDV,"Mar 22, 2020",0,13
Maldives,MDV,"Mar 23, 2020",0,13
Maldives,MDV,"Mar 24, 2020",0,13
Maldives,MDV,"Mar 25, 2020",0,13
Maldives,MDV,"Mar 26, 2020",0,13
Maldives,MDV,"Mar 27, 2020",0,13
Mali,MLI,"Mar 26, 2020",0,2
Mali,MLI,"Mar 27, 2020",0,4
Malta,MLT,"Mar 8, 2020",0,3
Malta,MLT,"Mar 10, 2020",0,4
Malta,MLT,"Mar 12, 2020",0,6
Malta,MLT,"Mar 13, 2020",0,9
Malta,MLT,"Mar 14, 2020",0,12
Malta,MLT,"Mar 15, 2020",0,18
Malta,MLT,"Mar 16, 2020",0,21
Malta,MLT,"Mar 17, 2020",0,30
Malta,MLT,"Mar 18, 2020",0,38
Malta,MLT,"Mar 19, 2020",0,48
Malta,MLT,"Mar 20, 2020",0,53
Malta,MLT,"Mar 21, 2020",0,64
Malta,MLT,"Mar 22, 2020",0,73
Malta,MLT,"Mar 23, 2020",0,90
Malta,MLT,"Mar 24, 2020",0,107
Malta,MLT,"Mar 25, 2020",0,120
Malta,MLT,"Mar 26, 2020",0,129
Malta,MLT,"Mar 27, 2020",0,134
Mauritania,MRT,"Mar 15, 2020",0,1
Mauritania,MRT,"Mar 16, 2020",0,1
Mauritania,MRT,"Mar 17, 2020",0,1
Mauritania,MRT,"Mar 18, 2020",0,1
Mauritania,MRT,"Mar 19, 2020",0,1
Mauritania,MRT,"Mar 20, 2020",0,2
Mauritania,MRT,"Mar 21, 2020",0,2
Mauritania,MRT,"Mar 22, 2020",0,2
Mauritania,MRT,"Mar 23, 2020",0,2
Mauritania,MRT,"Mar 24, 2020",0,2
Mauritania,MRT,"Mar 25, 2020",0,2
Mauritania,MRT,"Mar 26, 2020",0,2
Mauritania,MRT,"Mar 27, 2020",0,3
Mauritius,MUS,"Mar 20, 2020",0,3
Mauritius,MUS,"Mar 21, 2020",0,12
Mauritius,MUS,"Mar 22, 2020",1,14
Mauritius,MUS,"Mar 23, 2020",2,28
Mauritius,MUS,"Mar 24, 2020",2,36
Mauritius,MUS,"Mar 25, 2020",2,42
Mauritius,MUS,"Mar 26, 2020",2,48
Mauritius,MUS,"Mar 27, 2020",2,81
Mexico,MEX,"Dec 31, 2019",0,0
Mexico,MEX,"Jan 1, 2020",0,0
Mexico,MEX,"Jan 2, 2020",0,0
Mexico,MEX,"Jan 3, 2020",0,0
Mexico,MEX,"Jan 4, 2020",0,0
Mexico,MEX,"Jan 5, 2020",0,0
Mexico,MEX,"Jan 6, 2020",0,0
Mexico,MEX,"Jan 7, 2020",0,0
Mexico,MEX,"Jan 8, 2020",0,0
Mexico,MEX,"Jan 9, 2020",0,0
Mexico,MEX,"Jan 10, 2020",0,0
Mexico,MEX,"Jan 11, 2020",0,0
Mexico,MEX,"Jan 12, 2020",0,0
Mexico,MEX,"Jan 13, 2020",0,0
Mexico,MEX,"Jan 14, 2020",0,0
Mexico,MEX,"Jan 15, 2020",0,0
Mexico,MEX,"Jan 16, 2020",0,0
Mexico,MEX,"Jan 17, 2020",0,0
Mexico,MEX,"Jan 18, 2020",0,0
Mexico,MEX,"Jan 19, 2020",0,0
Mexico,MEX,"Jan 20, 2020",0,0
Mexico,MEX,"Jan 21, 2020",0,0
Mexico,MEX,"Jan 22, 2020",0,0
Mexico,MEX,"Jan 23, 2020",0,0
Mexico,MEX,"Jan 24, 2020",0,0
Mexico,MEX,"Jan 25, 2020",0,0
Mexico,MEX,"Jan 26, 2020",0,0
Mexico,MEX,"Jan 27, 2020",0,0
Mexico,MEX,"Jan 28, 2020",0,0
Mexico,MEX,"Jan 29, 2020",0,0
Mexico,MEX,"Jan 30, 2020",0,0
Mexico,MEX,"Jan 31, 2020",0,0
Mexico,MEX,"Feb 1, 2020",0,0
Mexico,MEX,"Feb 2, 2020",0,0
Mexico,MEX,"Feb 3, 2020",0,0
Mexico,MEX,"Feb 4, 2020",0,0
Mexico,MEX,"Feb 5, 2020",0,0
Mexico,MEX,"Feb 6, 2020",0,0
Mexico,MEX,"Feb 7, 2020",0,0
Mexico,MEX,"Feb 8, 2020",0,0
Mexico,MEX,"Feb 9, 2020",0,0
Mexico,MEX,"Feb 10, 2020",0,0
Mexico,MEX,"Feb 11, 2020",0,0
Mexico,MEX,"Feb 12, 2020",0,0
Mexico,MEX,"Feb 13, 2020",0,0
Mexico,MEX,"Feb 14, 2020",0,0
Mexico,MEX,"Feb 15, 2020",0,0
Mexico,MEX,"Feb 16, 2020",0,0
Mexico,MEX,"Feb 17, 2020",0,0
Mexico,MEX,"Feb 18, 2020",0,0
Mexico,MEX,"Feb 19, 2020",0,0
Mexico,MEX,"Feb 20, 2020",0,0
Mexico,MEX,"Feb 21, 2020",0,0
Mexico,MEX,"Feb 22, 2020",0,0
Mexico,MEX,"Feb 23, 2020",0,0
Mexico,MEX,"Feb 24, 2020",0,0
Mexico,MEX,"Feb 25, 2020",0,0
Mexico,MEX,"Feb 26, 2020",0,0
Mexico,MEX,"Feb 27, 2020",0,0
Mexico,MEX,"Feb 28, 2020",0,0
Mexico,MEX,"Feb 29, 2020",0,2
Mexico,MEX,"Mar 1, 2020",0,4
Mexico,MEX,"Mar 2, 2020",0,5
Mexico,MEX,"Mar 9, 2020",0,7
Mexico,MEX,"Mar 12, 2020",0,11
Mexico,MEX,"Mar 13, 2020",0,16
Mexico,MEX,"Mar 14, 2020",0,26
Mexico,MEX,"Mar 15, 2020",0,41
Mexico,MEX,"Mar 16, 2020",0,53
Mexico,MEX,"Mar 17, 2020",0,82
Mexico,MEX,"Mar 18, 2020",0,93
Mexico,MEX,"Mar 19, 2020",0,118
Mexico,MEX,"Mar 20, 2020",0,164
Mexico,MEX,"Mar 21, 2020",2,203
Mexico,MEX,"Mar 22, 2020",2,251
Mexico,MEX,"Mar 23, 2020",2,316
Mexico,MEX,"Mar 24, 2020",4,367
Mexico,MEX,"Mar 25, 2020",5,405
Mexico,MEX,"Mar 26, 2020",5,475
Mexico,MEX,"Mar 27, 2020",8,585
Moldova,MDA,"Mar 8, 2020",0,1
Moldova,MDA,"Mar 11, 2020",0,3
Moldova,MDA,"Mar 12, 2020",0,4
Moldova,MDA,"Mar 13, 2020",0,6
Moldova,MDA,"Mar 14, 2020",0,8
Moldova,MDA,"Mar 15, 2020",0,20
Moldova,MDA,"Mar 16, 2020",0,23
Moldova,MDA,"Mar 17, 2020",0,29
Moldova,MDA,"Mar 18, 2020",0,30
Moldova,MDA,"Mar 19, 2020",1,36
Moldova,MDA,"Mar 20, 2020",1,49
Moldova,MDA,"Mar 21, 2020",1,66
Moldova,MDA,"Mar 22, 2020",1,80
Moldova,MDA,"Mar 23, 2020",1,94
Moldova,MDA,"Mar 24, 2020",1,109
Moldova,MDA,"Mar 25, 2020",1,125
Moldova,MDA,"Mar 26, 2020",1,149
Moldova,MDA,"Mar 27, 2020",1,177
Monaco,MCO,"Dec 31, 2019",0,0
Monaco,MCO,"Jan 1, 2020",0,0
Monaco,MCO,"Jan 2, 2020",0,0
Monaco,MCO,"Jan 3, 2020",0,0
Monaco,MCO,"Jan 4, 2020",0,0
Monaco,MCO,"Jan 5, 2020",0,0
Monaco,MCO,"Jan 6, 2020",0,0
Monaco,MCO,"Jan 7, 2020",0,0
Monaco,MCO,"Jan 8, 2020",0,0
Monaco,MCO,"Jan 9, 2020",0,0
Monaco,MCO,"Jan 10, 2020",0,0
Monaco,MCO,"Jan 11, 2020",0,0
Monaco,MCO,"Jan 12, 2020",0,0
Monaco,MCO,"Jan 13, 2020",0,0
Monaco,MCO,"Jan 14, 2020",0,0
Monaco,MCO,"Jan 15, 2020",0,0
Monaco,MCO,"Jan 16, 2020",0,0
Monaco,MCO,"Jan 17, 2020",0,0
Monaco,MCO,"Jan 18, 2020",0,0
Monaco,MCO,"Jan 19, 2020",0,0
Monaco,MCO,"Jan 20, 2020",0,0
Monaco,MCO,"Jan 21, 2020",0,0
Monaco,MCO,"Jan 22, 2020",0,0
Monaco,MCO,"Jan 23, 2020",0,0
Monaco,MCO,"Jan 24, 2020",0,0
Monaco,MCO,"Jan 25, 2020",0,0
Monaco,MCO,"Jan 26, 2020",0,0
Monaco,MCO,"Jan 27, 2020",0,0
Monaco,MCO,"Jan 28, 2020",0,0
Monaco,MCO,"Jan 29, 2020",0,0
Monaco,MCO,"Jan 30, 2020",0,0
Monaco,MCO,"Jan 31, 2020",0,0
Monaco,MCO,"Feb 1, 2020",0,0
Monaco,MCO,"Feb 2, 2020",0,0
Monaco,MCO,"Feb 3, 2020",0,0
Monaco,MCO,"Feb 4, 2020",0,0
Monaco,MCO,"Feb 5, 2020",0,0
Monaco,MCO,"Feb 6, 2020",0,0
Monaco,MCO,"Feb 7, 2020",0,0
Monaco,MCO,"Feb 8, 2020",0,0
Monaco,MCO,"Feb 9, 2020",0,0
Monaco,MCO,"Feb 10, 2020",0,0
Monaco,MCO,"Feb 11, 2020",0,0
Monaco,MCO,"Feb 12, 2020",0,0
Monaco,MCO,"Feb 13, 2020",0,0
Monaco,MCO,"Feb 14, 2020",0,0
Monaco,MCO,"Feb 15, 2020",0,0
Monaco,MCO,"Feb 16, 2020",0,0
Monaco,MCO,"Feb 17, 2020",0,0
Monaco,MCO,"Feb 18, 2020",0,0
Monaco,MCO,"Feb 19, 2020",0,0
Monaco,MCO,"Feb 20, 2020",0,0
Monaco,MCO,"Feb 21, 2020",0,0
Monaco,MCO,"Feb 22, 2020",0,0
Monaco,MCO,"Feb 23, 2020",0,0
Monaco,MCO,"Feb 24, 2020",0,0
Monaco,MCO,"Feb 25, 2020",0,0
Monaco,MCO,"Feb 26, 2020",0,0
Monaco,MCO,"Feb 27, 2020",0,0
Monaco,MCO,"Feb 28, 2020",0,0
Monaco,MCO,"Feb 29, 2020",0,1
Monaco,MCO,"Mar 1, 2020",0,1
Monaco,MCO,"Mar 2, 2020",0,1
Monaco,MCO,"Mar 15, 2020",0,3
Monaco,MCO,"Mar 16, 2020",0,7
Monaco,MCO,"Mar 17, 2020",0,9
Monaco,MCO,"Mar 18, 2020",0,9
Monaco,MCO,"Mar 19, 2020",0,9
Monaco,MCO,"Mar 20, 2020",0,11
Monaco,MCO,"Mar 21, 2020",0,12
Monaco,MCO,"Mar 22, 2020",0,18
Monaco,MCO,"Mar 23, 2020",0,23
Monaco,MCO,"Mar 24, 2020",0,23
Monaco,MCO,"Mar 25, 2020",0,27
Monaco,MCO,"Mar 26, 2020",0,31
